id,x,y,final_sf,dist_closest_gw,packets_sent,packets_success
0,894.4271909999159,0.0,12,894.4271909999159,1333,1322
1,-1142.3269539235919,1046.4650640798518,11,1549.1933384829667,1333,1295
2,174.85144943391975,-1992.3420817296555,8,2000.0,1332,1322
3,1439.8291378756826,1878.0021442277875,9,2366.4319132398464,1339,1319
4,-2642.2635498312475,-467.37921780196336,7,2683.281572999748,1329,1310
5,2502.982696346662,-1592.1927087476545,9,2966.4793948382653,1337,1302
6,-837.1987274734742,3114.337536413932,9,3224.9030993194206,1334,1255
7,-1596.628768737919,-3074.2115370999495,7,3464.101615137754,1335,1281
8,3464.0457804568773,1265.0639631650672,11,3687.8177829171555,1330,1254
9,-3603.7624156853008,1487.580737739651,10,3898.7177379235854,1331,1268
